label,mode,k,sr_mean,sr_std,sr_correct,sr_incorrect,sr_total,act_mean,act_std,act_correct,act_incorrect,act_total,traj_mean,traj_std,traj_total,traj_success,traj_violated,traj_incomplete
fov7_20c4p_r70_discriminative,semantic_lna_single,k2=0,0.938909,0.019073,167591,10904,178495,0.905167,0.029353,5431,569,6000,0.010101,0.017495,63,1,62,23
fov7_20c4p_r70_discriminative,semantic_lna_single,k2=1,0.961812,0.011805,171691,6804,178495,0.937167,0.012712,5623,377,6000,0.053763,0.093121,58,5,53,28
fov7_20c4p_r70_discriminative,semantic_lna_single,k2=2,0.975160,0.007283,174074,4421,178495,0.940833,0.011117,5645,355,6000,0.055556,0.096225,55,5,50,31
fov7_20c4p_r70_discriminative,semantic_lna_single,k2=3,0.980007,0.006772,174931,3564,178495,0.944333,0.009866,5666,334,6000,0.055556,0.096225,54,5,49,32
fov7_20c4p_r70_discriminative,semantic_lna_single,k2=4,0.982497,0.008690,175375,3120,178495,0.944500,0.009987,5667,333,6000,0.055556,0.096225,54,5,49,32
fov7_20c4p_r70_discriminative,semantic_lna_single,k2=5,0.983828,0.010209,175611,2884,178495,0.945000,0.010392,5670,330,6000,0.055556,0.096225,53,5,48,33
fov7_20c4p_r70_discriminative,semantic_lna_random_single,k2=0,0.938909,0.019073,167591,10904,178495,0.905167,0.029353,5431,569,6000,0.010101,0.017495,63,1,62,23
fov7_20c4p_r70_discriminative,semantic_lna_random_single,k2=1,0.948297,0.015899,169264,9231,178495,0.917333,0.023714,5504,496,6000,0.020833,0.036084,62,2,60,24
fov7_20c4p_r70_discriminative,semantic_lna_random_single,k2=2,0.955702,0.013668,170584,7911,178495,0.925000,0.019313,5550,450,6000,0.020202,0.034991,62,2,60,24
fov7_20c4p_r70_discriminative,semantic_lna_random_single,k2=3,0.959856,0.012990,171325,7170,178495,0.930333,0.015861,5582,418,6000,0.043011,0.074497,58,4,54,28
fov7_20c4p_r70_discriminative,semantic_lna_random_single,k2=4,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c4p_r70_discriminative,semantic_lna_random_single,k2=5,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic,0,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic,1,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic,2,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic,3,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic,4,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic,5,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_random,0,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_random,1,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_random,2,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_random,3,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_random,4,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_random,5,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna,k2=0,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna,k2=1,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna,k2=2,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna,k2=3,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna,k2=4,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna,k2=5,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_random,k2=0,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_random,k2=1,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_random,k2=2,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_random,k2=3,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_random,k2=4,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_random,k2=5,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_single,k2=0,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_single,k2=1,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_single,k2=2,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_single,k2=3,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_single,k2=4,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_single,k2=5,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_random_single,k2=0,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_random_single,k2=1,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_random_single,k2=2,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_random_single,k2=3,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_random_single,k2=4,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r50_discriminative,semantic_lna_random_single,k2=5,FAIL,0,0,0,0,FAIL,0,0,0,0,FAIL,0,0,0,0,0
fov7_20c8p_r70_original,semantic,0,0.811234,0.006410,17129,1780,18909,0.849048,0.008728,7132,1268,8400,0.119325,0.038478,148,18,130,26
fov7_20c8p_r70_original,semantic,1,0.913694,0.002970,18581,328,18909,1.000000,0.000000,8400,0,8400,1.000000,0.000000,91,91,0,83
fov7_20c8p_r70_original,semantic,2,0.928014,0.000531,18895,14,18909,1.000000,0.000000,8400,0,8400,1.000000,0.000000,91,91,0,83
fov7_20c8p_r70_original,semantic,3,0.928571,0.000000,18909,0,18909,1.000000,0.000000,8400,0,8400,1.000000,0.000000,91,91,0,83
fov7_20c8p_r70_original,semantic,4,0.928571,0.000000,18909,0,18909,1.000000,0.000000,8400,0,8400,1.000000,0.000000,91,91,0,83
fov7_20c8p_r70_original,semantic,5,0.928571,0.000000,18909,0,18909,1.000000,0.000000,8400,0,8400,1.000000,0.000000,91,91,0,83
fov7_20c8p_r70_original,semantic_random,0,0.811234,0.006410,17129,1780,18909,0.849048,0.008728,7132,1268,8400,0.119325,0.038478,148,18,130,26
fov7_20c8p_r70_original,semantic_random,1,0.826742,0.006066,17380,1529,18909,0.871548,0.007511,7321,1079,8400,0.130153,0.034716,143,19,124,31
fov7_20c8p_r70_original,semantic_random,2,0.838671,0.002721,17564,1345,18909,0.889286,0.008113,7470,930,8400,0.157051,0.054200,147,23,124,27
fov7_20c8p_r70_original,semantic_random,3,0.848790,0.003548,17726,1183,18909,0.901190,0.005548,7570,830,8400,0.167949,0.027824,147,25,122,27
fov7_20c8p_r70_original,semantic_random,4,0.860333,0.000767,17913,996,18909,0.917619,0.005004,7708,692,8400,0.164948,0.034242,137,23,114,37
fov7_20c8p_r70_original,semantic_random,5,0.870411,0.000692,18048,861,18909,0.931071,0.005669,7821,579,8400,0.217990,0.054834,139,31,108,35
fov7_20c8p_r70_original,semantic_lna,k2=0,0.870168,0.006148,14045,1394,15439,0.828333,0.006898,4970,1030,6000,0.089219,0.032984,104,9,95,18
fov7_20c8p_r70_original,semantic_lna,k2=1,0.894346,0.006453,14392,1047,15439,0.873000,0.008544,5238,762,6000,0.190927,0.034775,98,19,79,24
fov7_20c8p_r70_original,semantic_lna,k2=2,0.898369,0.007400,14462,977,15439,0.873000,0.008544,5238,762,6000,0.190927,0.034775,98,19,79,24
fov7_20c8p_r70_original,semantic_lna,k2=3,0.898606,0.007226,14466,973,15439,0.873000,0.008544,5238,762,6000,0.190927,0.034775,98,19,79,24
fov7_20c8p_r70_original,semantic_lna,k2=4,0.898606,0.007226,14466,973,15439,0.873000,0.008544,5238,762,6000,0.190927,0.034775,98,19,79,24
fov7_20c8p_r70_original,semantic_lna,k2=5,0.898606,0.007226,14466,973,15439,0.873000,0.008544,5238,762,6000,0.190927,0.034775,98,19,79,24
fov7_20c8p_r70_original,semantic_lna_random,k2=0,0.870168,0.006148,14045,1394,15439,0.828333,0.006898,4970,1030,6000,0.089219,0.032984,104,9,95,18
fov7_20c8p_r70_original,semantic_lna_random,k2=1,0.875748,0.005167,14131,1308,15439,0.837833,0.005923,5027,973,6000,0.107213,0.052740,103,11,92,19
fov7_20c8p_r70_original,semantic_lna_random,k2=2,0.879753,0.006941,14197,1242,15439,0.844500,0.002500,5067,933,6000,0.124756,0.053942,103,13,90,19
fov7_20c8p_r70_original,semantic_lna_random,k2=3,0.884161,0.006738,14254,1185,15439,0.852833,0.002887,5117,883,6000,0.137464,0.049760,101,14,87,21
fov7_20c8p_r70_original,semantic_lna_random,k2=4,0.886223,0.006366,14286,1153,15439,0.854667,0.003547,5128,872,6000,0.151372,0.051628,103,16,87,19
fov7_20c8p_r70_original,semantic_lna_random,k2=5,0.889153,0.005127,14331,1108,15439,0.859500,0.005679,5157,843,6000,0.161354,0.040105,102,17,85,20
fov7_20c8p_r70_original,semantic_lna_single,k2=0,0.869793,0.006804,14034,1393,15427,0.827667,0.007077,4966,1034,6000,0.077244,0.043752,106,8,98,15
fov7_20c8p_r70_original,semantic_lna_single,k2=1,0.895916,0.007709,14365,1062,15427,0.868500,0.003606,5211,789,6000,0.165649,0.023179,103,17,86,18
fov7_20c8p_r70_original,semantic_lna_single,k2=2,0.898761,0.007380,14416,1011,15427,0.868500,0.003606,5211,789,6000,0.165649,0.023179,103,17,86,18
fov7_20c8p_r70_original,semantic_lna_single,k2=3,0.899084,0.006840,14422,1005,15427,0.868500,0.003606,5211,789,6000,0.165649,0.023179,103,17,86,18
fov7_20c8p_r70_original,semantic_lna_single,k2=4,0.899084,0.006840,14422,1005,15427,0.868500,0.003606,5211,789,6000,0.165649,0.023179,103,17,86,18
fov7_20c8p_r70_original,semantic_lna_single,k2=5,0.899084,0.006840,14422,1005,15427,0.868500,0.003606,5211,789,6000,0.165649,0.023179,103,17,86,18
fov7_20c8p_r70_original,semantic_lna_random_single,k2=0,0.869793,0.006804,14034,1393,15427,0.827667,0.007077,4966,1034,6000,0.077244,0.043752,106,8,98,15
fov7_20c8p_r70_original,semantic_lna_random_single,k2=1,0.877214,0.006940,14137,1290,15427,0.838833,0.006171,5033,967,6000,0.093504,0.060815,106,10,96,15
fov7_20c8p_r70_original,semantic_lna_random_single,k2=2,0.881466,0.006017,14193,1234,15427,0.845667,0.003215,5074,926,6000,0.108372,0.047608,104,11,93,17
fov7_20c8p_r70_original,semantic_lna_random_single,k2=3,0.884111,0.006155,14223,1204,15427,0.850333,0.004193,5102,898,6000,0.112741,0.034799,105,12,93,16
fov7_20c8p_r70_original,semantic_lna_random_single,k2=4,0.890754,0.007123,14302,1125,15427,0.858500,0.006500,5151,849,6000,0.114062,0.062255,103,12,91,18
fov7_20c8p_r70_original,semantic_lna_random_single,k2=5,0.891435,0.006143,14310,1117,15427,0.859333,0.005686,5156,844,6000,0.124033,0.025895,103,13,90,18
